title,genre,language,release_date,imdb_score,cast,directors,movie_duration,plot_keywords,genres,movie_tone
Insaaf Main Karoonga,"Crime, Mystery, Thriller",hi,1985-11-22,6.0,['Faiz Saleem'],['Shibu Mitra'],unknown,"['man', 'killing', 'wife', 'supervision', 'kill', 'influenced', 'tries']","['Crime', 'Mystery', 'Thriller']","['suspenseful', 'neutral', 'tense']"
Maa Kasam,Action,hi,1985-11-26,0.0,"['Madan Joshi', 'Jyothika Mittra', 'Faiz Saleem']",['Shibu Mitra'],2h 17m,"['mitra', 'result', 'jailed', 'prison', 'shibu mitra', 'wife', 'search', 'concealed', 'ways', 'tragic', 'curious', 'balwant', 'reckless', 'death', 'stranger', 'hunt', 'released', 'deadly', 'hindi', 'named', 'ranjeet', 'drama', 'treasure', 'balwant (ranjeet', 'criminal', 'map', 'years later', 'town', 'years', 'khan', 'picks', 'comes', 'amjad', 'directs', 'shibu', 'sets', 'recover', 'chakradhari (amjad khan', 'diamond', 'ring', 'chakradhari', 'ruthless', 'resumes']",['Action'],"['dark', 'neutral', 'exciting']"
Janam,Drama,hi,1985-12-04,5.0,"['Mahesh Bhatt', 'Suraj Sanim']",['Mahesh Bhatt'],Not Rated,"['decides', 'downfall', 'autobiographical', 'young', 'separates', 'film', 'aathmakatha', 'losing', 'dream', 'family', 'goes', 'lost', 'soul', 'reunite', 'man', 'director', 'direct', 'witnessing', 'father', 'wishes', 'love', 'hope', 'success', 'interest', 'industry']",['Drama'],"['thought-provoking', 'serious', 'neutral']"
Aaj Ka Daur,"Action, Drama",hi,1985-12-06,9.0,"['Jackie Shroff', 'Padmini Kolhapure', 'Nirupa Roy']",['K. Bapaiah'],2h 33m,"['shakti kapoor', 'prem', 'padmini kolhapure', 'evict', 'help', 'graduate', 'building', 'kapoor', 'jackie', 'chopra', 'padmini', 'university', 'attempts', 'employee', 'petrol', 'kolhapure', 'film', 'jackie shroff', 'pump', 'college', 'shroff', 'better', 'girl', 'pay', 'job', 'shakti', 'prem chopra', 'owned', 'struggling']","['Action', 'Drama']","['serious', 'tense', 'dark']"
Karishma Kudrat Kaa,"Action, Drama",hi,1985-12-06,5.5,"['Rati Agnihotri', 'Urmila Bhatt', 'Mithun Chakraborty']",['Sunil Hingorani'],unknown,"['family', 'bandit', 'returns', 'changed', 'widower', 'bhagad', 'man', 'lives', 'village', 'makes', 'throw', 'vijay', 'lala', 'conspire', 'enemy']","['Action', 'Drama']","['serious', 'tense', 'dark']"
Adventures of Tarzan,Adventure,hi,1985-12-13,3.0,"['Rahi Masoom Reza', 'Babbar Subhash']",['Babbar Subhash'],2h 15m,"['attraction', 'adventurous', 'tale', 'tame', 'jungle', 'ape', 'falls', 'newest', 'strong', 'circus', 'heed', 'hunter', 'owner', 'meets', 'ruby', 'legendary', 'woman', 'pretty', 'tarzan', 'perform', 'man', 'new', 'brought', 'travels', 'life', 'saves', 'capture', 'escape', 'hired', 'love', 'troupe', 'forced', 'wild']",['Adventure'],"['neutral', 'uplifting']"
Dekha Pyar Tumhara,"Comedy, Drama",hi,1985-12-20,0.0,"['Mohan Kaul', 'Ranbir Pushp']",['Virendra Sharma'],2h 18m,"['husband', 'vishal', 'anu', 'rich', 'suspecting', 'affair', 'marital', 'falls', 'love', 'having', 'photographer', 'extra', 'girl', 'wedding', 'marries']","['Comedy', 'Drama']","['serious', 'neutral', 'lighthearted']"
Awara Baap,"Drama, Family",hi,1985-12-27,0.0,['Ram Kelkar'],['Sohanlal Kanwar'],unknown,"['rich', 'takes', 'story', 'man', 'dies', 'wife', 'revolves', 'starts', 'son', 'film', 'lives', 'life', 'child', 'turn', 'woman', 'birth', 'giving', 'falling']","['Drama', 'Family']","['neutral', 'serious', 'emotional']"
Aar Paar,"Action, Romance",hi,1985-12-31,10.0,"['Shanu Banerjee', 'Pradeep Roy Choudhary', 'Shaktipada Rajguru']",['Shakti Samanta'],2h 5m,"['agony', 'tale', 'fisherman', 'troubled', 'meets', 'twistic', 'love', 'ghonsyam', 'surrounds']","['Action', 'Romance']","['uplifting', 'tense', 'dark']"
Var Var Vari,Short,hi,1986-01-01,0.0,[],['Kumar Shahani'],unknown,"['submission', 'nature', 'shahani', 'institute', 'star', 'india(ftii', 'mita vashisht', 'enigma', 'television', 'emotions', 'editor', 'film', 'mother', 'starring', 'mita', 'vashisht', 'bedi', 'nandini bedi', 'human', 'melding', 'minutes', 'created', 'myth', 'nandini', 'the film and television institute of india(ftii', 'short', '25 minutes', ""kumar shahani's"", 'aesthetic', 'placed', 'diploma', 'kumar']",['Short'],['neutral']
Singhasan,"Action, Adventure, Romance",hi,1986-01-01,5.0,"['Kader Khan', 'Krishna']",['Krishna'],2h 41m,"['gandharva', 'ugrarao', 'wife', 'happens', 'avanti', 'daughter', 'shows', 'crowned', 'king', 'marry', 'vardhan', 'betterment', 'unexpected', 'people', 'young', 'aditya', 'outdone', 'alaknanda', 'courtesan', 'aditya vardhan', 'like', 'bhupathi', 'abangdev', 'prince', 'disapproval', 'warrior', 'bandits', 'dream', 'moment', 'killed', 'changes', 'jaswanti', 'plans', 'rule', 'sweeping', 'announces', 'marrying', 'brother', 'vikram', 'singh', 'rajmata', 'loves', 'include', 'makes', 'maharaja', 'vikram singh', 'sharminder', 'peace', 'region', 'acharya']","['Action', 'Adventure', 'Romance']","['uplifting', 'tense', 'dark']"
Maqaar,Action,hi,1986-01-01,0.0,"['Vinod Mehra', 'Rakesh Roshan', 'Zarina Wahab']",['Krishna Sethi'],unknown,"['uncanny', 'tries', 'man', 'accident', 'actual', 'thief', 'two years', 'find', 'years', 'truth', 'passed', 'friend', 'resemblances', 'identity']",['Action'],"['dark', 'neutral', 'exciting']"
Antaheen,Drama,hi,1986-01-01,0.0,"['Seema Burman', 'Anang Desai', 'Rohini Hattangadi']",['Dinesh Lakhanpal'],unknown,"['leader', 'union', 'suresh']",['Drama'],"['neutral', 'serious', 'emotional']"
Musafir,"Drama, Documentary, History",hi,1986-01-01,0.0,"['Rekha', 'Naseeruddin Shah', 'Moon Moon Sen']",['Jabbar Patel'],unknown,"['1986', 'film', 'bollywood']","['Drama', 'Documentary', 'History']","['neutral', 'serious', 'emotional']"
Kee Banu Duniyan Daa,"Action, Crime, Drama",hi,1986-01-01,0.0,"['Anil Deepak', 'Jagjeet Gill', 'Harbhajan Madgil']",['Jagjeet Gill'],unknown,"['decides', 'truck', 'lot', 'earns', 'gurmaan', 'killers', 'childhood', 'matures', 'singer', 'locate', 'wealthy', 'lives', 'mother', 'widowed', 'brutal', 'life', 'money', 'approve', 'sarla', 'father', 'separated', 'driver', 'pali', 'try', 'sweetheart', 'wants', 'destitution', 'slaying']","['Action', 'Crime', 'Drama']","['tense', 'serious', 'dark']"
Maa Beti,"Family, Drama, Music",hi,1986-01-01,5.0,"['Shashi Kapoor', 'Meenakshi Sheshadri', 'Sharmila Tagore']",['Kalpataru'],unknown,"['transition', 'laxmi', 'causing', 'education', 'ill', 'unaware', 'treats', 'young', 'raghunandan', 'reconcile', 'run', 'woman', 'family', 'plans', 'follows', 'lost', 'battling', 'brother', 'girl', 'stepchildren', 'evil', 'survival']","['Family', 'Drama', 'Music']","['thought-provoking', 'serious', 'neutral']"
Aap Ke Saath,Drama,hi,1986-01-01,5.0,"['Sachin Bhowmick', 'Rahi Masoom Reza']",['J. Om Prakash'],unknown,"['propose', 'vimal', 'falls', 'womanizer', 'marry', 'police', 'finds', 'complained', 'courtesan', 'station', 'ganga', 'named', 'deepa', 'marriage', 'goes', 'bring', 'k.k', 'money', 'girl', 'visit', 'home', 'sexual', 'molestation', 'ashok', 'love', 'hope', 'want', 'grandsons', 'pays']",['Drama'],"['serious', 'neutral', 'uplifting']"
Mohabbat Ki Kasam,"Action, Drama",hi,1986-01-01,0.0,"['Mohan Baggad', 'Madan Joshi', 'K. Pappu']",['K. Pappu'],unknown,"['leases', 'tanuja', 'estate', 'kulbhushan', 'live', 'wife', 'daughter', 'village', 'hatred', 'wanted', 'acused', 'got', 'undertakes', 'death', 'grown', 'boy', 'wealth', 'kaushalya', 'law', 'leaves', 'son', 'look', 'sentence', 'fair', 'jageera', 'relationship', 'kharbanda', 'resentful', 'lovely', 'men', 'kills', 'unable', 'family', 'killed', 'generous', 'pronounce', 'amjad khan', 'having', 'person', 'khan', 'hanged', 'legacy', 'adopts', 'amjad', 'minded', 'vikram', 'singh', 'sexual', 'revenge', 'kulbhushan kharbanda', 'thakur', 'baseera', 'control', 'anger', 'baseera singh', 'sentenced', 'vikram singh', 'adopted', 'brothers', 'nephew', 'title']","['Action', 'Drama']","['serious', 'tense', 'dark']"
Babul,Drama,hi,1986-01-01,0.0,"['Gyan Shivpuri', 'Upasana Singh', 'Kanchan Rawal']",['Govind Moonis'],2h 42m,"['family', 'drama']",['Drama'],"['thought-provoking', 'serious', 'neutral']"
Fire and Flames,"Action, Drama, Romance",hi,1986-01-01,0.0,"['Jeetendra', 'Sridevi', 'Mandakini']",['K. Bapaiah'],unknown,"['fellow', 'sister', 'middle', 'left', 'dead', 'gangster', 'political', 'attempts', 'police', 'finds', 'charge', 'laden', 'station', 'named', 'issue', 'collegian', 'influence', 'mother', 'police inspector ram', 'crime', 'raju', 'dare', 'arranges', 'stand', 'vishal', 'hand', 'approach', 'man', 'inform', 'usha', 'fallen', 'background', 'bombay', 'oppose', 'elusive', 'nagesh', 'ram', 'release', 'beaten', 'arrest', 'havaldars', 'confers', 'justice', 'takes', 'called', 'love', 'asks', 'region', 'inspector', 'survives', 'dares', 'class', 'intervenes']","['Action', 'Drama', 'Romance']","['uplifting', 'serious', 'tense']"
New Delhi Times,"Drama, Mystery",hi,1986-01-01,6.0,['Gulzar'],"['Ramesh Sharma', 'Romesh Sharma']",unknown,"['attempt', 'politician', 'story', 'surface', 'assassinated', 'suppress', 'editor', 'complicity', 'parliament', 'killed', 'politicians', 'man', 'town', 'comes', 'member', 'digs', 'placed', 'journalist', 'leads', 'discovers', 'riots']","['Drama', 'Mystery']","['neutral', 'serious', 'emotional']"
Trikon Ka Chauta Kon,Drama,hi,1986-01-01,0.0,"['Vijayendra Ghatge', 'Priyadarshini', 'Swaroop Sampat']",['Madhusudan'],unknown,"['triangle', 'tussle', 'live', 'angle', 'finds', 'anuradha', 'married', 'prakash', 'relationship', 'tradition', 'marriage', 'unhappy', 'man', 'stops', 'individuals', 'break', 'wants', 'manisha', 'want', 'fourth', 'free']",['Drama'],"['neutral', 'serious', 'emotional']"
What Has Happened to This City?,Documentary,hi,1986-01-01,5.0,['Keshav Rao Jadav'],['Deepa Dhanraj'],unknown,"['instrumentalisation', 'speeches', 'livelihoods', 'political', 'lose', 'hyderabad', 'working', 'processes', 'periods', 'religious', 'long', 'the old city’s', 'led', 'striking', 'provocative', 'old', 'politicians', 'maneuvering', 'explores', 'city', 'testimonies', 'history', 'visual', 'attacks', 'accounts', 'violent', 'communal', 'imposed', 'stands', '1984', 'processions', 'curfew', 'riots', 'class']",['Documentary'],['neutral']
Congregation,Drama,hi,1986-01-01,0.0,['Muzaffar Ali'],['Muzaffar Ali'],unknown,"['young', 'strike', 'greedy', 'embroidery', 'exploit', 'workers', 'leads', 'wholesalers', 'woman', 'impoverished']",['Drama'],"['neutral', 'serious', 'emotional']"
Angaaray,"Adventure, Crime, Romance",hi,1986-01-01,0.0,['Salim Khan'],"['Rajesh Seth', 'Rajesh Sethi']",unknown,"['revenge', 'sister', 'sanjay', 'kill', 'employer', 'learns', 'jolly', 'exacts', 'process', 'attempts', 'aarti', 'raped', 'killed']","['Adventure', 'Crime', 'Romance']","['neutral', 'uplifting', 'tense']"
Ankush,"Action, Drama",hi,1986-01-01,6.8,"['N. Chandra', 'Arun Kaul', 'Sayed Sultan']",['N. Chandra'],2h 29m,"['unemployed', 'young', 'shattered', 'befriend', 'new', 'strikes', 'tragedy', 'neighbors', 'men']","['Action', 'Drama']","['serious', 'tense', 'dark']"
Samay Ki Dhaara,Drama,hi,1986-01-01,0.0,"['Mannu Bhandari', 'Sisir Misra']",['Sisir Misra'],unknown,"['situation', 'shatrughan', 'bind', 'engineer', 'shabana', 'pain', 'finds', 'drama - outspokenly', 'separating', 'doctor', 'boy', 'ambitious', 'ajay', 'son', 'dr.', 'drama', 'vinod', 'mother', 'relationship', 'stays', 'continues', 'principles', 'new', 'madhavi', 'bunty', 'sinha', 'father', 'shatrughan sinha', 'prompts', 'crumbling', 'devoted', 'outspokenly', 'undergo', 'parents', 'difficult', 'vinod mehra', 'mehra', 'azmi', 'husband']",['Drama'],"['neutral', 'serious', 'emotional']"
Baat Ban Jaye,"Romance, Comedy",hi,1986-01-01,0.0,"['Sandip Mukherjee', 'Rahi Masoom Reza']",['Bharat Rangachary'],2h 28m,"['motor', 'yeshwant bhosle', 'buried', '3', 'daughter', 'tourist', 'hyderabad', 'hates', 'suraj', 'claims', 'wedding', 'finds', 'based', 'guide', 'daughters', 'nisha', 'married', 'ajay', 'prakash', 'like', 'viju guide', 'multi', 'wealthy', 'son', 'meets', 'singer', 'bhosle', 'dancer', 'repairman', 'treasure', 'men', 'ajay srivastav', 'match', 'viju', 'rukhtapur', 'millionaire', 'builder', 'suraj singh', 'tourist guide', 'poor', 'srivastav', 'yeshwant', 'singh', 'gets', 'invention', 'mechanic', 'mr.', 'ideal', 'ends', 'marketed']","['Romance', 'Comedy']","['neutral', 'lighthearted', 'funny']"
Swarag Se Sunder,"Family, Drama",hi,1986-01-01,5.0,"['Gyandev Agnihotri', 'Kader Khan', 'Ravi']",['K. Bapaiah'],unknown,"['m.a.', 'result', 'able', 'laxmi', 'wife', 'anticipate', 'watch', 'happens', 'falls', 'daughter', 'village', 'children', 'fact', 'lifestyle', 'pregnant', 'several years', 'sides', 'resultant', 'married', 'soon lalita', 'son', 'lives', 'problems', 'woman', 'ravi', 'shunned', 'family', 'town', 'madhopur', 'bandharlekha', 'step', 'years', 'overcome', 'choudhurys', 'subjected', 'humiliated', 'vijay choudhury', 'brother', 'entire', 'vijay', 'birth', 'anxiety', 'end', 'proves', 'member', 'tearing', 'only one', 'choudhury', 'completes', 'born', 'love', 'comfortable', 'chair', 'child', 'the chair of the village panchayat', 'panchayat', 'trauma', 'lalita', 'milawatram']","['Family', 'Drama']","['thought-provoking', 'serious', 'neutral']"
Jungle Love,"Action, Adventure, Drama",hi,1986-01-13,0.0,"['Mahendra Dehlvi', 'Sameer']",['V. Menon'],A,"['party', 'nipple', 'baby', 'right', 'die', 'rapids', 'search', 'teenager', 'jungle', 'tree', 'raft', 'contact', 'gold', 'dark', 'girls', 'gods', 'lion', 'artemis-9', 'chimpanzee', 'male', 'curious', 'quiet', 'amazonian', 'mark', 'local', 'saved', 'palace', 'large', 'queen', 'milk', 'fours', 'handsome', 'written', 'mother', 'protects', 'treasure', 'mane', 'fight', 'dispatches', 'elephant', 'raises', 'man', 'grows', 'custom', 'spare', 'river', 'beautiful', 'expecting', 'branch', 'attacks', 'saves', 'lioness', 'black', 'takes', 'hair', 'born', 'teaches', 'state', 'break', 'wants', 'amazons', 'walk', 'distinctive']","['Action', 'Adventure', 'Drama']","['tense', 'serious', 'dark']"
Pyaar Ka Sindoor,"Drama, Romance",hi,1986-01-24,0.0,"['Jyoti', 'Anil Kapoor', 'Mukkamala']",['Bapu'],unknown,"['struggles', 'sindoor', 'eternal', 'individuals', 'love', 'film', 'romantic', 'facing', 'drama', 'focusing', 'pyar', 'life', 'pyar ka sindoor', 'thriller', 'falling']","['Drama', 'Romance']","['thought-provoking', 'serious', 'neutral']"
Qatl,"Action, Thriller",hi,1986-01-24,6.8,"['Vinod Rattan', 'Madan Joshi', 'J.P. Choksey']",['R.K. Nayyar'],2h 21m,"['unknown', 'marc zuber', 'wife', 'murder', 'attractive', 'blind', 'affair', 'murdered', 'sarika', 'ranjeet', 'suspect', 'rohini', 'man', 'having', 'sanjeev', 'zuber', 'home', 'rakesh', 'sanjeev kumar', 'marc', 'paramour', 'pulled', 'kumar', 'perfect']","['Action', 'Thriller']","['tense', 'dark', 'suspenseful']"
Naseeb Apna Apna,Comedy,hi,1986-01-31,6.8,"['Rishi Kapoor', 'Farha Naaz', 'Radhika Sarathkumar']",['Rama Rao Tatineni'],unknown,"['returns', 'wife', 'find', 'chanda', 'attractive', 'place', 'marry', 'finds', 'lifestyle', 'ailing', 'simple', 'expose', 'reluctance', 'commit', 'married', 'named', 'son', 'wealthy', 'bhim', 'domineering', 'lives', 'look', 'dual', 'woman', 'mother', 'rightful', 'marriage', 'goes', 'opt', 'decide', 'option', 'submissive', 'kishan', 'bombay', 'bhim singh', 'life', 'father', 'visit', 'singh', 'radha', 'home', 'gets', 'suicide', 'arrival', 'looking', 'instructs', 'parents', 'chagrin', 'return', 'employment', 'shocked', 'husband', 'fourth', 'agrees']",['Comedy'],"['neutral', 'lighthearted', 'funny']"
Kaanch Ki Deewar,"Drama, Family",hi,1986-01-31,9.75,"['Sanjeev Kumar', 'Smita Patil', 'Shakti Kapoor']",['M.N. Yasin'],unknown,"['bandit', 'sister', 'time', 'wife', 'prison', 'fortune', 'daughter', 'dowry', 'estranged', 'bhoop singh', 'partner', 'canceled', 'nisha', 'meets', 'look', 'lives', 'amasses', 'realizing', 'crime', 'widow', 'marriage', 'kills', 'goes', 'sundari', 'man', 'works', 'gives', 'jail', 'city', 'bring', 'alias', 'life', 'money', 'comes', 'bhoop', 'humiliated', 'turn', 'birth', 'vikram', 'brother', 'dhurjan singh', 'singh', 'saves', 'huge', 'earned', 'dhurjan', 'takes', 'instructs', 'mistake', 'lakhsmi singh', 'crossing', 'honest', 'asks', 'ends', 'lakhsmi', 'vikram singh', 'jaswant singh', 'jaswant', 'devi', 'come']","['Drama', 'Family']","['serious', 'suspenseful', 'neutral']"
Sasti Dulhan Mahenga Dulha,Drama,hi,1986-01-31,0.0,"['Mahesh Anand', 'Arun', 'Beena Banerjee']",['Bhappi Sonie'],2h 28m,"['prospective', 'causes', 'responsibility', 'telling', 'india', 'daughter', 'dowry', 'marry', 'police', 'based', 'daughters', 'affor', 'accepting', 'demanding', 'run', 'unremoveable', 'worse', 'age', 'matters', 'family', 'unable', 'arrested', 'decide', 'eldest', 'nagpur', 'marriageable', 'entire', 'father', 'stigma', 'groom', 'radheyshyam']",['Drama'],"['thought-provoking', 'serious', 'neutral']"
Dilwaala,Romance,hi,1986-02-07,9.5,"['Kader Khan', 'Gopalakrishna Paruchuri', 'Paruchuri Venkateswara Rao']",['K. Muralimohana Rao'],2h 40m,"['decides', 'soumitra devi', 'sister', 'judge', 'ravi kumar', 'shekhar', 'daughter', 'wish', 'ideas', 'political', 'save', 'raj', 'movie', 'attempts', 'devi', 'understanding', 'raghu', 'views', 'law', 'son', 'lack', 'mla', 'mohan', 'ravi', 'ganesh', 'advantage', 'things', 'tells', 'killed', 'marriage', 'kamla', 'man', 'life', 'happening', 'brother', 'poor', 'father', 'different', 'mla raj shekhar', 'small', 'characters', 'makes', 'wants', 'younger', 'mohan kumar', 'punishment', 'soumitra', 'kumar', 'marries']",['Romance'],"['neutral', 'uplifting', 'heartwarming']"
Jaal,"Action, Drama",hi,1986-02-14,5.167,"['Anand Kaushal', 'Javed Siddiqui']",['Umesh Mehra'],unknown,"['family', 'death', 'sets', 'shankar', 'meenabai', 'dead', 'leaves', 'find', 'learns', 'father', 'thinks']","['Action', 'Drama']","['serious', 'tense', 'dark']"
Love 86,"Romance, Drama",hi,1986-02-14,3.0,['Moin-ud-din'],['Esmayeel Shroff'],2h 25m,"['fall', 'rich', 'prosperous', 'laxmi', 'doshi', 'daughters', 'married', 'named', 'strict', 'fate', 'sisters', 'vikram doshi', 'mother', 'leena', 'boys', 'thieves', 'family', 'profession', 'omi', 'orphaned', 'laxmi devi', 'having', 'life', 'vikram', 'isha', 'control', 'wants', 'brothers', 'devi']","['Romance', 'Drama']","['serious', 'neutral', 'heartwarming']"
Ilzaam,"Family, Drama",hi,1986-02-18,4.0,"['Ram Kelkar', 'Rahi Masoom Reza', 'Faiz Saleem']",['Shibu Mitra'],2h 44m,"['father', 'goes', 'status', 'shocking', 'disapproves', 'ajay', 'meets', 'brother', 'discovery', 'makes', 'life', 'poor', 'vijay', 'claims', 'aarti', 'policeman']","['Family', 'Drama']","['neutral', 'serious', 'emotional']"
Shart,"Drama, Mystery, Thriller, Horror",hi,1986-02-21,0.0,"['Naseeruddin Shah', 'Shabana Azmi', 'Kanwaljeet Singh']",['Ketan Anand'],unknown,"['photograph', 'investigation', 'rocked', 'heinous', 'find', 'lose', 'point', 'kiran', 'arjun dutt', 'rivals', 'clue', 'ponder', 'young', 'prostitutes', 'accuse', 'assigned', 'named', 'victims', 'series', 'character', 'woman', 'launches', 'concludes', 'superiors', 'college', 'devendra', 'brutal', 'fault', 'man', 'dutt', 'city', 'alias', 'committed', 'vikram', 'friend', 'known', 'agree', 'crimes', 'women', 'close', 'arjun', 'want', 'inspector', 'slain', 'case', 'days', 'murders']","['Drama', 'Mystery', 'Thriller', 'Horror']","['scary', 'serious', 'tense']"
Chameli Ki Shaadi,"Comedy, Drama, Romance",hi,1986-02-21,6.0,"['Basu Chatterjee', 'Prakash Mehra', 'Om Prakash Sonik']",['Basu Chatterjee'],2h 16m,"['aim', 'castes', 'india', 'falls', 'village', 'charandas', 'court', 'marry', 'young', 'chameli', 'meets', 'things', 'age', 'changes', 'hilarious', 'wrestler', 'man', 'oath', 'caste', 'system', 'life', 'pehelwaan', 'girl', 'hits', 'different', 'takes', 'try', 'love', 'come']","['Comedy', 'Drama', 'Romance']","['serious', 'neutral', 'lighthearted']"
Kahan Kahan Se Guzar Gaya,Drama,hi,1986-03-02,0.0,"['Masood Akhtar', 'Ajoy Bannerjee', 'Enakshi Bannerjee']",['M.S. Sathyu'],unknown,"['business', 'returns', 'struggle', 'leaves', 'revolutionary', 'wealthy', 'parents', 'model', 'modeling', 'work', 'manohar', 'ravi', 'father', 'unsatisfactory', 'join', 'students', 'home']",['Drama'],"['neutral', 'serious', 'emotional']"
Saveray Wali Gaadi,Drama,hi,1986-03-07,6.5,"['Rahi Masoom Reza', 'S.B. Sharma']",['Bharathiraja'],2h 15m,"['shame', 'india', 'falls', 'village', 'rural', 'shown', 'world', 'fulfill', 'opposed', 'son', 'respected', 'lives', 'gifted', 'chediram', 'published', 'poems', 'dream', 'ravidas', 'brought', 'villagers', 'caste', 'differences', 'commits', 'marrying', 'poet', 'suicide', 'jyoti', 'known', 'recognized', 'love', 'great']",['Drama'],"['serious', 'neutral', 'uplifting']"
Sultanat,"Adventure, Romance",hi,1986-03-11,7.214,"['Mukul Anand', 'Bhagwan Gidwani', 'Arjun Hingorani']","['Mukul Anand', 'John Philip Dayton']",unknown,"['bandit', 'deol', 'result', 'juhi', 'attempt', 'carry', 'buried', 'wife', 'amrish', 'chawla', 'khalid (dharmendra', 'secret', 'kapoor', 'khalid', 'death', 'star', 'razoulli', 'puri', 'know', 'son', 'dharmendra', 'years later', 'years', 'sunny', 'connected', 'sunny deol', 'juhi chawla', 'sridevi', 'gen.', 'bollywood', 'karan', 'prepares', 'dies', 'karan kapoor', 'unsuccessful', 'plan', 'coup', 'vows', 'little', 'avenge', 'thriller']","['Adventure', 'Romance']","['neutral', 'uplifting', 'heartwarming']"
Sadaa Suhagan,Drama,hi,1986-03-15,0.0,"['G. Balasubramaniam', 'Achala Nagar']",['Rama Rao Tatineni'],unknown,"['couple', 'middle', 'eldest', 'loves', 'married', 'thief', 'heartbroken', 'son', 'daughter', 'refuses', 'children', 'aged', 'life', 'younger', 'prostitute', 'loving', 'waylaid']",['Drama'],"['neutral', 'serious', 'emotional']"
Ek Ruka Hua Faisla,Drama,hi,1986-03-24,7.8,['Ranjit Kapoor'],['Basu Chatterjee'],2h 7m,"['able', 'deliberate', 'murder', 'members', 'save', 'movie', 'male', 'convinced', 'young', 'unanimous', 'charge', 'like', 'change', 'room', 'hindi', 'angry', 'elderly', 'men', 'verdict', 'colleague', 'man', 'killing', 'remake', 'gather', 'accused', 'decision', 'enclosed', 'father', 'jury', '12', 'guilt', 'convince', 'come']",['Drama'],"['neutral', 'serious', 'emotional']"
Dharm Adhikari,"Action, Comedy, Drama",hi,1986-04-10,3.0,"['Som Haksar', 'Rajendra Krishan', 'Paruchuri Murali']","['K. Raghavendra Rao', 'M. Madhusudhana Rao']",2h 39m,"['story', 'wife', 'ethical', 'administering', 'marital', 'daughter', 'village', 'fear', 'extra', 'doers', 'distance', 'chaudhry', 'charge', 'illicit', 'affair', 'headed', 'prakash', 'wrong', 'instills', 'nand gaon', 'widow', 'family', 'man', 'savitri', 'gaon', 'villagers', 'generations', 'having', 'brother', 'aarti', 'nand', 'justice', 'shastri', 'dharamraj', 'honest', 'compelling']","['Action', 'Comedy', 'Drama']","['uplifting', 'tense', 'serious']"
Locket,"Action, Thriller",hi,1986-04-11,4.0,"['Aruna Jhalani', 'Madan Joshi', 'D.P. Maurya']",['Ramesh Ahuja'],unknown,"['way', 'catches', '20 years', 'wife', 'about two', 'abducts', 'children', 'secret', 'manager', 'thwarts', 'intention', 'belongings', 'prince anil', 'holding', 'hostage', 'prince', 'action', 'hidden', 'lecherous', 'contains', 'emperor', 'treasure', 'losing', 'leading', 'crown', 'lockets', 'pledge', 'map', 'separate', 'grandson', 'diwan', 'years', 'crown prince anil', 'sardarilal', 'separated', 'release', 'singh', 'escape', 'trusted', 'veer pratap singh', 'thakur', 'veer', 'parting', 'diwan sardarilal', 'anil', 'asks', 'process', 'information', 'nephew', 'pratap']","['Action', 'Thriller']","['tense', 'dark', 'suspenseful']"
Tan-Badan,Drama,hi,1986-04-24,7.0,['Anil Pandit'],['Anand'],1h 55m,"['the same night', 'stipulates', 'condition', 'man', 'unique', 'married', 'murdered', 'son', 'night', 'drafts', 'choice', 'girl']",['Drama'],"['neutral', 'serious', 'emotional']"
Adhikar,"Drama, Family, Romance",hi,1986-04-25,0.0,"['Kulwant Singh Jani', 'Vijay Kaul']","['Chitrayug', 'Vijay Sadanah']",unknown,"['baby', 'fall', 'spite', 'able', 'introduced', 'mom', 'winning', 'bliss', 'failing', 'doctor', 'sides', 'boy', 'persist', 'dad', 'married', 'create', 'know', 'couples', 'son', 'lives', 'problems', 'mother', 'lucky', 'jockey', 'settle', 'real', 'marriage', 'misunderstandings', 'will jyoti', 'oppositions', 'will lucky', 'vishal', 'gives', 'grows', 'brought', 'separate', 'advised', 'differences', 'passed', 'enters', 'life', 'racehorse', 'birth', 'healthy', 'jyoti', 'different', 'backgrounds', 'love', 'master', 'parents', 'aunty', 'wedded', 'patch', 'come', 'think', 'health', 'interest', 'ride']","['Drama', 'Family', 'Romance']","['serious', 'neutral', 'heartwarming']"
Bhagwaan Dada,Action,hi,1986-04-25,1.0,"['Ramesh Pant', 'Rahi Masoom Reza']",['J. Om Prakash'],2h 27m,"['young', 'stay', 'helps', 'man', 'moves', 'shelter', 'left', 'meets', 'know', 'find', 'gangster', 'bombay', 'mugged', 'swaroop', 'notorious', 'place', 'job', 'immediate']",['Action'],"['dark', 'neutral', 'exciting']"
