title,genre,language,release_date,imdb_score,cast,directors,movie_duration,plot_keywords,genres,movie_tone
ISIS: Enemies of Humanity,Action,hi,2017-11-03,0.0,['Yuvraj Kumar'],['Yuvraj Kumar'],2h 15m,"['isis enemies of humanity', 'armed', 'shows', 'playing', 'camp', 'practical', 'bombers', 'lone', 'based', 'sleeper', 'jihad', 'globe', 'counters', 'isis', 'exposes', 'detail', 'youth', 'provides', 'film', 'havoc', 'ideology', 'indoctrinate', 'enemies', 'acts', 'commander', 'armed jihad', 'terrorism', 'terrorist', 'form', 'cells', 'group', 'peaceful', 'terror', 'suicide', 'functioning', 'humanity', 'attackers', 'wolf', 'violent', 'solution']",['Action'],"['dark', 'neutral', 'exciting']"
Ittefaq,"Crime, Thriller, Mystery",hi,2017-11-03,6.879,"['Abhay Chopra', 'Shreyas Jain', 'Nikhil Mehrotra']",['Abhay Chopra'],1h 45m,"['homemaker', 'story', 'dev', 'investigates', 'murder', 'happen', 'murderer', 'police', 'finds', 'young', 'torn', 'version', 'real', 'writer', 'happened', 'only two', 'fateful', 'night', 'acclaimed', 'prime', 'vikram', 'suspects', 'witnesses', 'double', 'capture', 'takes', 'figure', 'case', 'officer', 'maya']","['Crime', 'Thriller', 'Mystery']","['suspenseful', 'neutral', 'tense']"
Ashwatthama,"Fantasy, Drama",hi,2017-11-08,9.0,['Pushpendra Singh'],['Pushpendra Singh'],unknown,"['bandit', 'suffering', 'story', 'india', 'magical', 'village', 'valley', 'wisdom', 'vengeance', 'central', 'wander', 'central india', 'attempts', 'blind', 'visiting', 'bull', 'young', 'eternal', 'mahabharata', 'packed', 'lord', 'mother', 'warrior', 'anticipation', 'curse', 'realm', 'killed', 'ancestral', 'family', 'rituals', 'ravines', 'orthodox', 'traditions', 'predicts', 'holiday', 'boarding', 'fascinated', 'raid', 'life', 'earth', 'interrupted', 'turn', 'tragedy', 'provokes', 'chambal', 'school', 'the chambal valley', 'values', 'forcing', 'sacred', 'ishvaku', 'escape', 'redundant', 'krishna', 'ashwatthama', 'bedtime', 'strange', 'discovers', 'feudal', 'crisis', 'come', 'relates']","['Fantasy', 'Drama']","['thought-provoking', 'serious', 'neutral']"
Taraash,Short,hi,2017-11-09,0.0,['Ishan Siddiqui'],['Ishan Siddiqui'],unknown,"['kunwar', 'time', 'wife', 'india', 'feature', 'raipur', 'education', 'children', 'stories', 'taraash', 'imagination', 'conditions', 'lenght', 'making', 'scripts', 'living', 'challenging', 'film', 'lack', 'written', '6', 'countless', 'eccentric', 'intimate', 'formal', 'pal', 'obsession', 'spare', 'bijnor district', 'caste', 'exploration', 'life', 'poor', 'portrait', 'singh', 'bollywood', 'short', 'farmer', 'low', 'bijnor', 'responsibilities', 'overriding', 'district', 'burden', 'kunwar pal singh']",['Short'],['neutral']
Shaadi Mein Zaroor Aana,"Romance, Family",hi,2017-11-10,6.93,['Kamal Pandey'],['Ratnaa Sinha'],2h 17m,"['sattu and aarti', 'fall', 'couple', 'middle', 'india', 'events', 'unexpected', 'world', 'backdrop', 'class', 'aana', 'face', 'set', 'sattu', 'mein', 'marriage', 'civil', 'shaadi mein zaroor aana', 'explores', 'challenges', 'arranged', 'night', 'turn', 'satyendra', 'proposed', 'aarti', 'meet', 'shaadi', 'love', 'services', 'process', 'the night', 'turns', 'zaroor']","['Romance', 'Family']","['neutral', 'uplifting', 'heartwarming']"
Qarib Qarib Singlle,"Comedy, Drama, Romance",hi,2017-11-10,6.94,"['Kamna Chandra', 'Tanuja Chandra', 'Gazal Dhaliwal']",['Tanuja Chandra'],2h 5m,"['yogi', 'polar', 'jaya', 'personalities', 'rishikesh', 'dating', 'travel', 'online', 'sensibilities', 'encounter', 'opposite', 'turns', 'meet', 'app']","['Comedy', 'Drama', 'Romance']","['serious', 'neutral', 'lighthearted']"
Syaahi,"Family, Drama",hi,2017-11-14,0.0,['Varun Tandon'],['Varun Tandon'],unknown,"['manuscript', 'young', 'trip', 'accompany', 'boy', 'takes', 'trek', 'wish', 'mountain', 'sells', 'dark', 'turn', 'father', 'pay', 'class']","['Family', 'Drama']","['neutral', 'serious', 'emotional']"
A Daughter's Tale PANKH,Drama,hi,2017-11-17,7.0,['Rahul Kumar Shukla'],"['Premraaj', 'Rajinder Verma']",2h 25m,"['family', 'decides', 'fight', 'asked', 'daughters', 'father', 'moves', 'lawyer', 'abort', 'years later', 'grows', 'years', 'child', 'house', 'case', 'vidya']",['Drama'],"['thought-provoking', 'serious', 'neutral']"
Dil Jo Na Keh Saka,Romance,hi,2017-11-17,0.0,"['Sanjay Chauhan', 'Naresh Lalwani']",['Naresh Lalwani'],unknown,"['story', 'discover', 'childhood', 'ways', 'hometown', 'friendship', 'himansh', 'drama', 'dreams', 'starring', 'relationship', 'follows', 'starring himansh kohli', 'separate', 'friends', 'romantic', 'priya', 'priya banerjee', 'end', 'banerjee', 'chance', 'going', 'follow', 'kohli', 'return']",['Romance'],"['neutral', 'uplifting', 'heartwarming']"
Panchlait,Drama,hi,2017-11-17,0.0,"['Phanishwar Nath Renu', 'Rakesh Kumar Tripathi']",['Prem Prakash Modi'],unknown,"['darkness', 'decides', 'annuls', '1950s', '1960s', 'the mahato tola', 'story', 'singing', 'songs', 'munri', 'india', 'live', 'north india', 'village', 'bringing', 'godhan', 'sarpanch', 'the day', 'joys', 'sends', 'hero', 'people', 'word', 'north', 'light', 'electricity', 'hindi', 'sorrows', 'panchlait', 'set', 'inheritance', 'mahato', 'refuses', 'tells', 'mother', 'ego', 'celebrate', 'outcast', 'accused', 'panchlight', 'engrossed', 'lit', 'pay', 'tola', 'day', 'helps', 'knows', 'realizes', 'gordhan', 'small', 'petromax', 'inappropriate', 'punishment', 'eyes', 'keeping', 'little', 'belongs']",['Drama'],"['neutral', 'serious', 'emotional']"
Shaadi Abhi Baaki Hai,Drama,hi,2017-11-17,0.0,['Mansi Dovhal'],['Mansi Dovhal'],2h 7m,"['contrasting', 'fall', 'tie', 'people', 'young', 'heels', 'strata', 'lives', 'entities', 'decide', 'head', 'separate', 'negative', 'chalked', 'social', 'plan', 'love', 'knot', 'evil']",['Drama'],"['serious', 'neutral', 'uplifting']"
Aksar 2,"Romance, Thriller",hi,2017-11-17,4.8,"['Zareen Khan', 'Gautam Rode', 'Lillete Dubey']",['Ananth Mahadevan'],2h 7m,"['triangle', 'gets', 'upset', 'nasty', 'murdered', 'found', 'love', 'blackmailing']","['Romance', 'Thriller']","['tense', 'suspenseful', 'dark']"
Tumhari Sulu,"Comedy, Drama",hi,2017-11-17,6.4,"['Vijay Maurya', 'Suresh Triveni']",['Suresh Triveni'],2h 30m,"['happy', 'known', 'sulochana', 'rj', 'suburban', 'housewife', 'changes', 'routine', 'night', 'life', 'resulting', 'lands', 'lucky', 'sulu', 'drastic', 'role', 'mumbai']","['Comedy', 'Drama']","['serious', 'neutral', 'lighthearted']"
Juice,Drama,hi,2017-11-22,7.4,"['Ranjan Chandel', 'Neeraj Ghaywan', 'Suraj Majhi']",['Neeraj Ghaywan'],unknown,"['warm', 'laughs', 'snacks', 'manju singh', 'manju', 'happens', 'night', 'hosting', 'families', 'drinks', 'husband', 'unexpected', 'singh']",['Drama'],"['neutral', 'serious', 'emotional']"
GST - Galti Sirf Tumhari,Drama,hi,2017-11-24,4.0,"['Raju Kulkarni', 'Raju Kulkarni']",['Suryakant Tyagi'],unknown,"['revenge', 'taking', 'goes', 'fall', 'deceit', 'gives', 'way', 'group', 'love', 'respective', 'romantic', 'friends', 'start', 'dark', 'turn', 'things', 'partners']",['Drama'],"['tense', 'serious', 'neutral']"
Dark Wind,Drama,hi,2017-11-24,7.8,['Nitin Dixit'],['Nila Madhab Panda'],1h 35m,"['debt', 'farmer', 'trap', 'change', 'son', 'village', 'rainfall', 'save', 'climate', 'affected', 'strikes', 'deal', 'agent', 'scanty', 'blind', 'recovery']",['Drama'],"['neutral', 'serious', 'emotional']"
Ajji,"Thriller, Crime",hi,2017-11-24,6.6,"['Devashish Makhija', 'Maya Tideman', 'Mirat Trivedi']",['Devashish Makhija'],1h 44m,"['offender', 'refuse', 'political', 'book', 'serial', 'young', 'influential', 'law', 'year', 'granddaughter', 'old', 'sex', 'ajji', 'background', 'raped', 'girl', 'revenge', 'sets', 'custodians', 'thanks', '10-year-old', 'manda', 'bring', 'rapist', 'seek']","['Thriller', 'Crime']","['suspenseful', 'neutral', 'tense']"
Julie 2,"Drama, Romance, Thriller",hi,2017-11-24,5.0,['Deepak S. Shivdasani'],['Deepak S. Shivdasani'],2h 39m,"['rises', 'decides', 'introduced', 'biopic', 'political', 'waters', 'stardom', 'complicates', 'change', 'choices', 'paths', 'dream', 'men', 'follows', 'entertainment', 'life', 'offered', 'seeks', 'simpleton', 'julie', 'begins', 'actress', 'compromise', 'love', 'murky', 'industry']","['Drama', 'Romance', 'Thriller']","['thought-provoking', 'serious', 'tense']"
Tere Jaisa Yaar Kahan,"Drama, Short",hi,2017-11-25,0.0,['Divyansh Pandit'],['Divyansh Pandit'],unknown,"['kishore & prem', 'human', 'marvelous', 'family', 'prem', 'friendship', 'share', 'hiding', 'keeps', 'valued', 'film', 'bond', 'unbreakable', 'secret', 'relationship', 'about one', 'kishore']","['Drama', 'Short']","['thought-provoking', 'serious', 'neutral']"
Love and Shukla,"Comedy, Drama, Romance",hi,2017-11-25,7.3,"['Amanda Mooney', 'Naseem Shah', 'Jatla Siddartha']",['Jatla Siddartha'],unknown,"['struggles', 'compounded', 'concept', 'woes', 'married', 'space', 'bad', 'family', 'advice', 'rickshaw', 'friends', 'driver', 'inability', 'shukla', 'understand', 'shy', 'connect', 'bride', 'lakshmi', 'personal']","['Comedy', 'Drama', 'Romance']","['serious', 'neutral', 'lighthearted']"
Buddha.mov,"Documentary, Drama",hi,2017-11-26,5.2,['Kabir Mehta'],['Kabir Mehta'],1h 10m,"['cricketer', 'dev', 'goa', 'starts', 'parts', 'protagonist', 'lured', 'film', 'year', 'documentary', 'buddha', 'old', 'buddha dev', '27 year old', 'flamboyant', 'life', 'access', 'unrestricted', 'chance', 'private', 'authorising']","['Documentary', 'Drama']","['neutral', 'serious', 'emotional']"
Baby Steps,Family,hi,2017-11-28,7.0,"['Akshay Oberoi', 'Soni Razdan', 'Paras Tomar']",['Joyeeta Chatterjee'],unknown,"['baby', 'story', 'sweet', 'steps', 'simple', 'accepting', 'son', 'terms', 'mother', 'relationship', 'decisions', 'works', 'person', 'life', 'communication', 'coming', 'backbone', 'agree', 'baby steps', 'personal']",['Family'],['neutral']
Firangi,"Drama, Comedy",hi,2017-12-01,4.0,"['Rupinder Chahal', 'Rajesh Chawla', 'Rajiv Dhingra']","['Rajiv Dhingra', 'Rizwan Mohammad']",2h 38m,"['rajeev dhingra', 'kapil sharma', 'dutta', 'dhingra', 'kapil', '1920', 'movie', 'prominent', 'crew', 'hindi', 'drama', 'set', 'starring', 'period', 'firangi', 'producer', 'sharma', 'roles', 'directed', 'ishita', 'rajeev', 'forming']","['Drama', 'Comedy']","['serious', 'neutral', 'lighthearted']"
Tera Intezaar,"Thriller, Romance",hi,2017-12-01,2.0,['Anwarullah Khan'],['Raajeev Walia'],1h 48m,"['gallery', 'painter', 'falls', 'art', 'clients', 'english', 'interacting', 'owner', 'seeing', 'gifted', 'truth', 'introduces', 'tera', 'unable', 'brings', 'paintings', 'intezaar', 'cope', 'rounak', 'uncover', 'serendipity', 'tera intezaar', 'sets', 'veer', 'disappears', 'undiscovered', 'love', 'waiting', 'loss']","['Thriller', 'Romance']","['tense', 'suspenseful', 'dark']"
We are Humanity,Documentary,hi,2018-05-02,5.5,"['Alexandre Dereims', 'Fernanda Rossi', 'Fernanda Rossi']",['Alexandre Dereims'],unknown,"['andaman', 'live', 'some 70,000 years back', 'rest', 'lived', 'the indian ocean', 'africa', 'world', 'isolation', 'origin', 'ocean', 'years', 'times', 'the andaman islands', 'recent', 'tribe', 'indian', 'islands', 'jarawas', 'perfect']",['Documentary'],['neutral']
Fukrey Returns,"Comedy, Drama",hi,2017-12-07,6.5,"['Vipul Vig', 'Mrighdeep Lamba']",['Mrighdeep Lamba'],2h 21m,"['bholi', 'released', 'a year', 'enjoying', 'trouble', 'prison', 'expected', 'friends', 'lives', 'broke', 'movie', 'year', 'fullest']","['Comedy', 'Drama']","['serious', 'neutral', 'lighthearted']"
Sallu Ki Shaadi,Comedy,hi,2017-12-08,0.0,"['Mohammed Israr Ansari', 'Amit Kr. Jha', 'Vivek Modi']","['Mohammed Israr Ansari', 'Arvind Kasera']",1h 49m,"['stars', 'zeenat aman', 'israr', 'kiran', 'asrani', 'salman', 'arshin', 'dedicated', 'action', 'film', 'actor', 'kashyap', 'supporting', 'aman', 'directed', 'roles', 'romantic', 'khan', 'arshin mehta', 'zeenat', 'kiran kumar', 'shaadi', 'ansari', 'salman khan', 'mohammad israr ansari', 'mehta', 'indian', 'mohammad', 'razak khan', 'sallu', 'upcoming', 'kumar', 'razak']",['Comedy'],"['neutral', 'lighthearted', 'funny']"
Sound of Silence,Drama,hi,2017-12-08,0.0,['Bijukumar Damodaran'],['Bijukumar Damodaran'],1h 29m,"['develops', 'valley', 'hardships', 'pain', 'monk', 'boy', 'himalayan', 'set', 'mother', 'elderly', 'unable', 'buddhist', 'beautiful', 'bond', 'imprisoned', 'father', 'birth', 'helps', 'speak', 'unlikely', 'loses', 'relieve', 'faces']",['Drama'],"['neutral', 'serious', 'emotional']"
III Smoking Barrels,Drama,hi,2018-09-21,8.0,"['Tasadduk Ahmed', 'Sanjib Dey', 'Dev Gupta']",['Sanjib Dey'],2h 7m,"['poaching', 'combination', 'different', 'boy', 'armed', 'man', 'elephant', 'entangled', 'stories', 'life', 'stage', 'child', 'involved', 'drug', 'peddling', 'exploring', 'conflicts']",['Drama'],"['neutral', 'serious', 'emotional']"
The Power Of Vardi,Action,hi,2017-12-15,0.0,"['Ansari Abdul', 'Abdul Jabbar Ansari', 'Manoj Bakshi']",['Salim Ahmed'],unknown,"['able', 'politician', 'shoots', 'devraj', 'dead', 'attempts', 'ips', 'son', 'investigate', 'aman', 'khan', 'aman khan', 'deal', 'meerut', 'apprehend', 'corrupt', 'dispatched', 'case', 'officer', 'pratap']",['Action'],"['dark', 'neutral', 'exciting']"
Mridang,Drama,hi,2017-12-15,6.0,['Ritessh s Kumar'],['Ritessh s Kumar'],1h 48m,"['thousands', 'common', 'headline', 'streets', 'debates', 'clothes', 'fights', 'men', 'goes', 'arrested', 'man', 'prove', 'end', 'running', 'naked', 'chaos', 'originated', 'heated', 'crowd', 'case', 'legal']",['Drama'],"['neutral', 'serious', 'emotional']"
Bhangover,Comedy,hi,2017-12-15,5.0,['Maheinder Singh Saniwal'],['Mahender Singh'],1h 55m,"['catch', 'group', 'youngsters', 'terrorist']",['Comedy'],"['neutral', 'lighthearted', 'funny']"
My Friend's Dulhania,Romance,hi,2017-12-15,7.0,"['Prashamit Chaudhury', 'Mudasir Zafar']","['Prashamit Chaudhury', 'Op Rai']",1h 27m,"['propose', 'shattered', 'bid', 'beloved', 'kashmir', 'miles', 'abandoned', 'fact', 'realises', 'studies', 'wedding', 'events', 'mumbai', 'convinced', 'world', 'jammu', 'word', 'blossoms', 'crux', 'fiancee', 'drama', 'aryan', 'romance', 'things', 'chances', 'trace', 'soulmate', 'vanished', 'form', 'higher', 'pursuing', 'sajad', 'travels', 'years', 'romantic', 'delhi', 'complicated', 'unfold', 'passes', 'mahira', 'dulhania', 'love', 'two years later', 'learning', 'friend', 'time', 'settled']",['Romance'],"['neutral', 'uplifting', 'heartwarming']"
Tiger Zinda Hai,"Action, Adventure, Thriller",hi,2017-12-18,6.1,"['Neelesh Misra', 'Ali Abbas Zafar', 'Aditya Chopra']","['Ali Abbas Zafar', 'Md Minhaj Miah']",2h 41m,"['hiding', 'rescue', 'terrorist', 'held', 'nurses', 'group', 'iraq', 'indian', 'hostage', 'drawn', 'secret', 'agent', 'pakistani', 'organization']","['Action', 'Adventure', 'Thriller']","['tense', 'dark', 'neutral']"
Motu Patlu in Octopus World,Animation,hi,2017-12-24,0.0,['Niraj Vikram'],['Suhas Kadav'],unknown,"['family', 'octopus', 'motu', 'patlu', 'mean', 'returning', 'queen', 'goldfish', 'save', 'tentacled', 'aquarium', 'sea']",['Animation'],"['neutral', 'heartwarming']"
90 to Win,Drama,hi,2017-12-27,0.0,['Ananyabrata Chakravorty'],['Ananyabrata Chakravorty'],unknown,"['questionable', 'crack', 'method', 'wife', 'pregnancy', 'hit', 'duckworth', 'leaves', 'effective', 'bad', 'months', 'alternative', 'cricket', 'man', 'financial', 'lewis', 'job', 'six months', 'simpler', 'indian', 'crisis', 'waiting']",['Drama'],"['neutral', 'serious', 'emotional']"
The Colour of My Home,Documentary,hi,2018-01-01,0.0,[],['Sanjay Barnela'],unknown,"['able', 'camps', 'survive', 'survivors', 'cold', 'india', 'happens', 'village', 'targetted', 'fear', 'hate', 'children', 'violence', 'flee', 'winds', 'hearts', 'rebuilding', 'forced', 'people', 'died', 'north', 'colour', 'homes', 'rebuild', 'lives', 'scattered', 'film', '40', 'loss', 'scars', 'old', 'killed', 'ancestral', 'muzaffarnagar', 'human', 'unable', 'leave', 'spirit', 'soul', 'new', 'town', 'broken', 'over 60,000', 'debris', 'bitter', 'sickness', 'home', 'memory', 'perished', 'estimated', 'an estimated 60', 'running', 'relief', 'buffeted', 'return', '2013', 'winter', 'displaced']",['Documentary'],['neutral']
Compromise,Drama,hi,2018-01-01,0.0,"['Suresh Chauhan', 'Rock Mahi']",['Hari Bhai'],unknown,"['world', 'able', 'town', 'small', 'dangerous', 'find', 'lose', 'bollywood', 'comes', 'heroine', 'big', 'place', 'dreamy', 'girl', 'dream', 'outsider', 'mumbai']",['Drama'],"['neutral', 'serious', 'emotional']"
That Man in the Picture,"Crime, Drama, Short",hi,2018-01-01,0.0,"['Gaurav Sharma', 'Gaurav Sharma']",['Gaurav Sharma'],Not Rated,"['means', 'murder', 'young', 'doubt', 'apathy', 'self', 'needs', 'crime', 'heavy', 'man', 'evaluate', 'turned', 'society', 'girl', 'swamp', 'witnesses', 'molestation', 'weighs', 'guilt', 'descends', 'festered']","['Crime', 'Drama', 'Short']","['serious', 'suspenseful', 'neutral']"
Half Songs,Romance,hi,2018-01-01,0.0,['Sriram Raja'],['Sriram Raja'],unknown,"['intern', 'story', 'songs', 'feature', 'continue', 'subject', 'magazine', 'finds', 'vivek', 'mumbai', 'world', 'lyrics', 'music', 'sold', 'making', 'records', 'run', 'hidden', 'inspires', 'song', 'old', 'works', 'man', 'years', 'incomplete', 'shop', 'shweta', 'begins', 'diary', 'memories', 'musician', 'closing', 'love', 'store', 'shy', 'discovers', 'vinyl', 'online', 'ends', 'nephew', 'vivek and shweta']",['Romance'],"['neutral', 'uplifting', 'heartwarming']"
August 25,"Drama, Mystery",hi,2018-01-01,8.0,['Gautam Parvi'],['Gautam Parvi'],18m,"['share', 'surprise', 'doubts', 'nature', 'sacrifice', 'flood', 'unexpected', 'ultimate', 'august 25', 'knowledge', 'receives', 'tests', 'physics', 'greater', 'head', 'professor', 'twist', 'defy', 'regards', 'questions', 'turn', 'trust', 'shayan', 'love', 'visitor', 'mind', 'makes', 'taut', 'august', 'work', 'time', 'bonds', 'reality', 'thriller']","['Drama', 'Mystery']","['serious', 'neutral', 'uplifting']"
Kashmir Daily,"Drama, Thriller",hi,2018-01-05,10.0,['Hussein Khan'],['Hussein Khan'],2h 28m,"['story', 'kashmir', 'battle', 'highlights', 'drugs', 'core', 'problems', 'kashmir daily story', 'origin', 'unemployment', 'faced', 'unemployment and drugs', 'generation', 'daily', 'humanity', 'good', 'journalist', 'today', 'evil']","['Drama', 'Thriller']","['serious', 'tense', 'suspenseful']"
Udanchhoo,"Comedy, Crime, Drama",hi,2018-01-05,5.0,"['Vaibhav Bajpai', 'Vishal Kumar Patil']",['Vipin Parashar'],2h 3m,"['outsmart', 'guru', 'wealth', 'proclaimed', 'amass', 'blinded', 'coning', 'self', 'spiritual', 'godman guru', 'influence', 'uses', 'faith', 'bunch', 'youngsters', 'godman', 'followers']","['Comedy', 'Crime', 'Drama']","['serious', 'neutral', 'lighthearted']"
Haseena,Comedy,hi,2018-01-08,6.0,['Rishi Aazad'],['Vicky Ranawat'],2h 15m,"['party', 'approaches', 'way', 'search', 'goa', 'mumbai', 'haseena', 'named', 'leaves', 'sales', 'beauty', 'targets', 'boys', 'target', 'follows', 'goes', 'beautiful', 'girl', 'home', 'soft', 'invites', 'loots', 'house', 'mesmerized']",['Comedy'],"['neutral', 'lighthearted', 'funny']"
